id,name,regular_price,promo_price,brand
2047000012,Яйца перепелиные 20шт,149.99,,Различные бренды
1000070784,Молочный коктейль Чудо Клубника 2% 960г,166.99,,Чудо
1000456891,Желе Растишка Вишня с натуральным соком 100г,35.99,,Растишка
8000033683,Биойогурт Актибио персик-малина без сахара 3.0% 130г,54.99,,Актибио
1000334603,Йогурт питьевой Растишка Клубничный пломбир 2.8% 190г,79.99,,Растишка
1000206973,Коктейль молочный Фрутоняня банан 2.1% 200мл,39.99,,Фрутоняня
1000500393,Биотворог Тема Клубника банан 4% 95г,37.99,,Тема
1000175792,Йогурт Савушкин продукт Греческий 2% 140г,52.99,,Teos
1000207987,Коктейль молочный ФрутоНяня Малина 2.1% 200мл,39.99,,Фрутоняня
8000022359,Творог Растишка земляника-черника 3.5% 110г,39.99,,Растишка
1000170226,Напиток молочно-соковый Мажитэль Ананас и манго 950г,109.99,,Мажитэль
1829990038,Продукт творожный Даниссимо с сочным киви 5.5% 130г,59.99,,Даниссимо
3201860038,Молочный коктейль Чудо Клубника 2% 200мл,59.99,,Чудо
1000047332,Десерт творожный Чудо Клубника земляника 4% 100г,64.99,,Чудо
1000047329,Десерт творожный Чудо Персик груша 4.2% 100г,64.99,,Чудо
8000034059,Майонез Mr.Ricco на перепелином яйце 67% 340г,139.99,89.99,Mr.Ricco
1000509353,Сырок Хозяйство Васильевой А.В. творожный с ванилью 4.5% 100г,44.99,,Хозяйство Васильевой А.В.
1000585783,Напиток кисломолочный Фругурт со вкусом черники 1% 930г,119.99,,Фругурт
1000508305,Биойогурт Актибио вишня 2.9% 130г,49.99,,Актибио
1000508295,Биойогурт питьевой Актибио чернослив 1.5% 870г,164.99,,Актибио
1000577116,Йогурт Простоквашино термостатный персик 3.4% 160г,49.99,,Простоквашино
1000385205,Ряженка Агуша Детская 3.2% 180г,49.99,,Агуша
8000033677,Биойогурт Актибио персик-малина без сахара 1.5% 260г,69.99,,Актибио
1000577117,Йогурт Простоквашино термостатный черника 3.4% 160г,49.99,,Простоквашино
8000033679,Биойогурт Актибио манго-папайя без сахара 3.0% 130г,54.99,,Актибио
1000172541,Йогурт Чудо Клубника земляника 2% 290г,82.99,,Чудо
1000206971,Йогурт Фрутоняня Клубника и банан 2.5% 200г,51.99,,Фрутоняня
1000533600,Йогурт Вкуснотеево с малиной 2% 280г,59.99,,Вкуснотеево
1000217550,Йогурт Даниссимо Фантазия с хрустящими шариками со вкусом солёной карамели 105г,72.99,,Даниссимо
1000233673,Майонез Слобода Провансаль 67% 400мл,159.99,99.99,Слобода
1000233190,Напиток овсяный Nemoloko Шоколадный 3.2% 1л,164.99,104.99,Nemoloko
1000579086,Десерт творожный Даниссимо Тирамису 110г,61.99,,Даниссимо
8000033684,Биойогурт Актибио клубника-черника без сахара 1.5% 260г,69.99,,Актибио
1000172545,Йогурт вязкий Чудо Персик маракуйя 2% 290г,82.99,,Чудо
1000568530,Йогурт Viola Laplandia с малиной и сыром Маскарпоне 7.2% 180г,74.99,,Valio
1000509354,Сырок творожный Хозяйство Васильевой с изюмом 4.5% 100г,44.99,,Хозяйство Васильевой А.В.
1051242603,Творог детский Агуша Классический 4.5% 100г,42.99,,Агуша
1829990299,Сырок Магнит в вафельном рожке со сгущенкой 40г,32.99,20.99,Магнит
1000080819,Йогурт питьевой Чудо клубника земляника 1.9% 680г,149.99,,Чудо
1000533602,Йогурт Вкуснотеево с черникой 2% 280г,59.99,,Вкуснотеево
1000456892,Желе Растишка Мультифрукт ананас манго 100г,35.99,,Растишка
1000272455,Йогурт Суперкид Клубника с шоколадными конфетами 2% 103г,62.99,,Суперкид
1899910741,Творог Савушкин Нежный 0% 125г,43.99,,Нежный
1000306105,Десерт творожный Grand Dessert со вкусом ягодного мороженого 135г,79.99,,Grand
1000089124,Молочный коктейль Чудо Шоколад 2% 960г,169.99,,Чудо
1000264408,Йогурт Савушкин Греческий Teos 2% 250г,85.99,,Teos
1000385200,Йогурт Агуша Клубника банан 2.7% 180г,49.99,,Агуша
1000556732,Крем-десерт в вафельном рожке красный апельсин и карамель Коровка из Кореновки 40г,44.99,,Коровка из Кореновки
1000403361,Сливки Я люблю готовить ультрапастеризованные 10% 500мл,129.99,,Я Люблю Готовить
1000320906,Молочный коктейль Растишка детский со вкусом клубники 2% 210мл,59.99,,Растишка
1000560170,Напиток Green Milk ферментированный ячменно-нутовый миндаль 1л,109.99,,Green Milk
1000519715,Молочный крем-десерт с молоком сгущенным с сахаром в вафельной трубочке Snapico 65г,33.99,,Snapico
1000380541,Йогурт питьевой Epica Манго 2.5% 260мл,69.99,,Epica
1000568773,Десерт Epica Flavorite творожный соленая карамель 7.6% 130г,59.99,,Epica
1000149410,Сырок Чудо Кокос 28.7% 40г,54.99,,Чудо
1000508317,Биойогурт Актибио Чернослив 2.9% 130г,49.99,,Актибио
1000244355,Йогурт Epica Crispy Карамель 4.8% + Смесь из семян и орехов в карамели 140г,79.99,,Epica
1000188641,Крем-десерт в вафельном рожке с какао Коровка из Кореновки 40г,44.99,,Коровка из Кореновки
1000508320,Биойогурт питьевой Актибио Злаки 1.6% 260г,69.99,,Актибио
1000167329,Сырок глазированный Свитлогорье с какао 26% 50г,59.99,,Свитлогорье
1000124430,Йогурт Даниссимо Фантазия с хрустящими шариками с ягодным вкусом 6.9% 105г,64.99,,Даниссимо
1000559788,Йогурт Растишка питьевой со вкусом бананово-клубничного мороженого 2.8% 190мл,79.99,,Растишка
1000195107,Йогурт Alpenland Лесная ягода яблоко груша 0.3% 95г,19.99,,Alpenland
1000359364,Сырок Простоквашино глазированный со вкусом ванили 23% 40г,59.99,,Простоквашино
1000320907,Молочный коктейль Растишка со вкусом ванильного мороженого 2% 210мл,59.99,,Растишка
1728400015,Майонез Слобода Оливковый 67% 375г,159.99,99.99,Слобода
1000222957,Йогурт питьевой Чудо ягодное мороженое 1.9% 260г,67.99,,Чудо
1000395106,Пирожное бисквитное с кремом в глазури Скрепыши 30г,56.99,46.99,Скрепыши
3073080014,Йогурт Campina Нежный с соком клубники 1.2% 100г,23.99,,Нежный
1835900051,Йогурт Alpenland Клубника персик маракуйя 0.3% 95г,19.99,,Alpenland
1000447904,Йогурт Danissimo с хрустящими рисовыми шариками со вкусом клубника и шоколад 6.9% 105г,64.99,,Даниссимо
1000572441,Напиток Фругурт кисломолочный со вкусом клубники 1% 930г,119.99,,Фругурт
2047000033,Яйцо Окское С1 белые 10шт,104.99,,Окское
1000142876,Сырок Свитлогорье глазированный 26% 45г,59.99,,Свитлогорье
1000122409,Сырок глазированный Свитлогорье с ванилином 26% 50г,59.99,,Свитлогорье
1000556519,Майонез Ряба Провансаль 67% 350г,114.99,,Ряба
1000186648,Сырок глазированный Советские традиции с ванилью 26% 45г,54.99,,Советские Традиции
1000109601,Биолакт Тема сладкий 3.2% 208г,44.99,,Тема
1000572260,Десерт творожный Чудо вишня-шоколад 4.4% 100г,52.99,,Чудо
1000137750,Биолакт Тема без сахара 3.4% 206г,44.99,,Тема
1000520539,Майонез Махеевъ Оливковый 50.5% 630г,189.99,,Махеевъ
1000556521,Майонез Ряба Провансаль оливковый 67% 330г,149.99,94.99,Ряба
1812432014,Творог детский Агуша Яблоко банан 3.9% 100г,42.99,,Агуша
3073080015,Йогурт Campina Нежный с соком персика 1.2% 100г,23.99,,Нежный
8000033675,Продукт кисломолочный Актимуно Рич Клубничный с клубникой 1.5% 95г,39.7,29.78,Actimuno
8000022360,Биойогурт Актибио питьевой безлактозный голубика ежевика 1.5% 260г,71.99,,Актибио
1000077734,Майонез Махеевъ Провансаль с лимонным соком 67% 380г,149.99,94.99,Махеевъ
1000351363,Майонез Я люблю готовить Домашний 55% 600мл,209.99,129.99,Я Люблю Готовить
1000043080,Сырок Магнит в вафельном рожке с малиной 40г,18.99,,Магнит
1000524626,Кисломолочный продукт Актимуно Черника ежевика и цинк 1.5% 95г,39.7,29.78,Actimuno
1000396252,Йогурт питьевой Epica Маракуйя и мангостин 2.5% 260г,69.99,,Epica
1000191471,Йогурт Epica с вишней и черешней 4.8% 130г,55.99,,Epica
1000238205,Сырок глазированный Ростагроэкспорт с ароматом ванили 20% 45г,35.99,,А.Ростагрокомплекс
1000575573,Коктейль Фанни Ямми молочный какао 170мл,41.99,,Фанни Ямми
1000508306,Биойогурт питьевой Актибио Клубника земляника 1.5% 260г,69.99,,Актибио
1000498096,Майонез Махеевъ провансаль 50.5% 630г,219.99,,Махеевъ
8000033681,Продукт кисломолочный Актимуно Кибер Персик персик малина 1.5% 95г,39.7,29.78,Actimuno
1000508291,Биойогурт питьевой Актибио Черника злаки семена льна 1.6% 260г,69.99,,Актибио
1000524625,Кисломолочный продукт Актимуно Гранат и цинк 1.5% 95г,39.7,29.78,Actimuno
1000524639,Кисломолочный продукт Актимуно Земляника шиповник и цинк 1.5% 95г,39.7,29.78,Actimuno
1000201801,Йогурт Растишка с печеньем в шоколаде яблоко-груша 3.0% 118г,59.99,,Растишка
1000572259,Десерт творожный Чудо пломбир-солёная карамель 4.2% 100г,64.99,,Чудо
1000201629,Йогурт питьевой Чудо Клубника земляника 1.9% 260г,67.99,,Чудо
3201241161,Кисломолочный напиток Имунеле Земляника 1.2% 95мл,35.6,,Имунеле
1000172948,Сырок глазированный Ростагроэкспорт с ванилином 5% 45г,35.99,,А.Ростагрокомплекс
1000567891,Напиток Имунеле кисломолочный Цитрус-Вишня 1.2% 100г,35.6,,Имунеле
1000237066,Кисломолочный напиток Имунеле детский Клубничное мороженое 1.5% 100г,32.99,,Имунеле
1000359365,Сырок глазированный Простоквашино с кондитерским кремом 23% 40г,59.99,,Простоквашино
1000094185,Сырок глазированный А.Ростагрокомплекс с вареной сгущенкой в молочном шоколаде 26% 50г,69.99,,А.Ростагрокомплекс
1000059925,Сырок глазированный А.Ростагрокомплекс в молочном шоколаде 26% 50г,69.99,,А.Ростагрокомплекс
1000077733,Майонез Махеевъ Провансаль 50.5% 380мл,143.99,84.99,Махеевъ
1000518914,Сырок А.РостАгроКомплекс глазированный малина 26% 50г,69.99,,А.Ростагрокомплекс
1000188018,Кисломолочный напиток Имунеле Малина морошка 1.2% 100г,35.6,,Имунеле
8000022362,Биойогурт Актибио питьевой безлактозный малина 1.5% 260г,71.99,,Актибио
1000078693,Крем-десерт в вафельном рожке с вареной сгущенкой Коровка из Кореновки 40г,42.99,,Коровка из Кореновки
1000501598,Майонез Mr.Ricco Провансаль 67% 360мл,119.99,89.99,Mr. Ricco
8000031034,Суфле молочное ЗГДИОП ИМ.В.П.П с ванильным молочным белком в темном шоколаде 50г,129.99,,ЗГДиОП им. В.П. Пастухова
